prediction;test_price
66.09;84.96
65.15;85.15
64.87;85.08
64.58;85.63
64.32;85.93
64.79;85.56
65.41;85.44
65.48;85.0
65.67;84.13
65.25;84.19
64.68;85.72
64.73;86.73
65.29;86.99
66.25;87.55
66.41;87.73
66.64;88.45
66.92;88.11
67.07;88.23
66.85;88.73
66.72;88.77
66.9;87.95
66.77;86.71
66.55;87.93
66.1;87.68
66.6;87.12
66.75;86.42
66.54;87.58
66.17;88.75
65.96;89.02
66.58;90.28
66.81;90.75
67.31;90.49
67.58;91.07
67.62;91.52
67.67;90.76
67.76;90.27
67.92;89.85
67.92;88.53
67.44;88.06
66.66;88.96
66.46;89.88
66.86;90.33
67.04;90.53
67.29;91.23
67.56;90.31
67.53;90.42
67.26;91.22
67.12;90.8
67.61;90.25
68.21;91.19
68.27;90.78
68.47;91.02
68.49;90.06
68.96;88.81
68.65;89.34
67.98;87.17
67.69;88.1
66.72;90.18
66.62;97.06
67.21;98.37
70.09;97.77
71.41;97.49
71.41;97.68
71.18;97.63
71.2;99.27
71.25;99.83
71.9;99.78
72.02;99.54
71.93;99.56
71.61;100.2
71.47;100.62
71.63;100.31
72.07;101.17
72.01;100.21
72.19;99.75
71.78;101.48
71.45;101.92
72.38;101.17
73.1;100.66
73.1;99.5
73.14;100.88
72.73;98.8
73.04;98.61
72.52;102.71
72.42;102.01
73.51;102.9
73.55;102.51
73.78;103.47
73.62;102.9
73.87;103.92
73.48;103.71
73.62;102.65
73.75;100.63
73.63;100.86
72.85;101.09
72.57;101.7
72.54;100.52
73.19;101.05
72.86;101.59
72.88;101.23
73.12;101.04
72.68;101.93
72.45;102.32
72.85;102.5
73.38;102.08
73.59;102.22
73.7;102.53
73.93;103.6
74.21;102.25
74.76;103.71
74.35;103.2
74.76;103.45
74.31;104.46
74.03;104.97
74.38;105.57
74.58;105.34
74.66;105.24
74.7;104.19
74.73;105.92
74.28;106.41
74.84;106.2
75.19;105.15
75.43;104.71
75.13;105.53
74.83;104.08
74.98;104.69
74.37;104.64
74.22;105.35
73.92;105.71
74.2;105.74
74.29;105.96
74.68;105.61
74.63;105.79
74.43;105.67
74.65;104.88
74.77;105.77
74.58;105.93
74.46;105.77
74.31;106.34
74.1;106.14
74.15;106.54
74.22;105.71
74.2;105.71
74.28;104.74
74.18;104.0
74.08;105.42
74.08;106.01
74.76;105.37
74.99;105.59
75.01;106.44
74.9;106.85
74.95;108.51
75.29;107.93
75.96;108.8
76.46;109.65
76.71;109.03
76.92;109.68
76.92;110.2
77.06;108.34
77.25;109.39
77.01;110.98
77.12;110.82
77.63;111.53
77.55;112.88
77.76;111.04
78.46;111.43
77.88;112.24
77.71;113.79
77.54;113.6
77.85;114.03
78.03;114.78
78.17;114.57
78.59;115.27
78.99;115.01
79.42;115.03
79.38;114.52
79.48;114.62
79.02;113.99
78.94;114.19
78.51;115.52
78.3;115.7
78.6;115.67
78.83;116.75
79.08;117.3
79.29;106.54
79.61;104.64
76.24;105.41
74.92;107.0
74.65;104.11
75.2;103.13
74.73;103.64
74.95;103.3
74.65;105.12
74.29;103.08
74.85;102.61
74.6;96.41
74.82;95.28
73.01;91.92
71.71;92.43
70.27;95.65
70.45;98.49
72.08;98.78
73.62;98.21
73.84;95.92
73.54;98.22
72.45;98.31
72.33;97.33
72.66;100.26
72.69;98.23
73.59;98.9
72.64;100.71
72.33;100.08
72.98;99.7
73.5;100.21
73.72;100.44
73.1;99.13
73.22;99.68
72.52;98.79
72.76;97.91
71.82;96.99
71.2;96.68
70.93;94.94
70.72;95.83
69.79;98.51
69.91;98.97
71.28;99.29
72.43;100.1
73.24;100.03
74.1;99.66
74.04;100.84
73.69;101.75
73.52;102.51
73.82;102.75
73.91;101.92
73.63;104.0
72.83;104.34
73.22;105.52
73.6;105.88
74.61;106.12
74.83;109.17
74.6;109.01
75.12;109.43
74.65;109.67
74.75;110.22
74.73;110.89
75.45;109.64
75.6;110.89
75.1;111.37
75.35;109.17
75.53;108.92
74.79;111.5
74.67;112.22
75.76;113.19
75.56;112.32
76.14;112.02
76.22;110.7
76.36;111.74
76.23;111.94
76.3;113.88
76.25;114.43
76.26;115.74
76.66;115.11
76.99;113.7
77.07;114.39
76.69;110.98
76.95;109.38
75.76;111.23
74.78;109.89
75.3;107.85
75.01;110.12
74.26;109.73
74.09;108.42
73.95;107.45
73.55;107.45
73.21;104.81
72.81;106.08
72.06;108.81
71.97;110.39
72.98;108.66
73.55;104.5
72.95;103.4
71.71;103.55
70.74;102.41
70.47;102.7
69.55;104.04
69.99;103.88
70.53;103.16
70.5;101.94
70.18;99.9
69.93;97.88
69.28;97.36
68.18;96.53
67.59;96.28
66.82;96.93
67.34;98.43
68.18;95.54
69.39;96.15
69.17;91.09
69.34;91.16
68.0;89.77
67.13;91.21
66.0;94.0
66.14;92.44
67.23;93.39
67.16;91.5
67.99;90.74
67.45;92.96
67.21;92.31
68.03;90.34
67.83;92.3
67.15;92.58
67.19;91.09
67.85;89.37
67.25;89.56
66.23;86.19
66.41;87.61
65.83;88.43
65.89;90.13
66.11;92.65
66.69;92.33
67.56;92.17
67.7;93.49
67.75;92.53
68.67;92.58
68.51;92.79
68.58;92.46
68.44;92.67
68.33;94.73
68.35;94.1
69.04;95.87
68.59;95.54
68.85;96.42
69.17;94.9
68.86;94.74
67.84;94.14
67.78;95.01
66.83;95.86
67.16;95.3
67.79;95.5
67.99;96.62
68.44;96.24
69.23;95.52
68.92;94.66
68.41;93.94
67.53;94.31
66.79;95.16
66.67;95.23
67.16;95.95
67.28;96.34
67.67;96.11
67.61;95.73
67.29;94.1
67.14;94.57
65.93;93.29
65.45;93.54
64.8;93.39
64.57;94.44
64.32;96.51
64.92;95.68
65.95;95.64
65.65;98.45
65.55;99.57
65.94;100.18
66.44;99.83
66.57;100.67
66.55;101.45
66.84;101.76
66.9;102.13
67.33;100.92
67.4;100.17
67.08;101.24
66.43;100.68
67.23;100.57
67.19;101.79
67.2;102.39
67.66;102.19
67.9;103.41
67.55;99.23
67.62;98.67
67.0;97.52
66.56;97.36
66.23;96.95
65.76;96.04
65.71;95.47
65.42;96.8
65.43;96.22
66.04;96.54
65.88;96.88
65.94;96.83
66.28;97.29
66.41;96.25
66.53;95.58
66.57;95.77
66.46;95.8
66.25;95.83
66.35;95.41
66.99;95.11
67.15;94.92
67.51;94.43
67.27;94.65
66.91;95.46
66.96;95.33
67.38;95.44
67.72;96.04
68.19;96.59
68.5;95.87
69.56;95.84
69.56;96.06
70.03;92.86
70.88;91.56
70.19;93.18
69.14;94.08
69.31;94.9
69.59;95.1
70.2;94.74
70.67;95.51
70.45;96.16
70.27;97.35
70.5;97.7
71.27;97.91
71.95;97.6
71.96;97.69
71.5;97.52
71.41;97.86
71.02;97.2
70.87;95.98
70.71;95.77
69.78;95.48
68.89;95.17
68.45;94.48
67.8;94.13
67.56;93.72
67.22;93.76
67.11;93.36
66.97;92.84
66.56;93.9
65.74;92.99
66.12;93.64
66.1;93.56
66.67;94.46
66.57;95.63
66.73;95.54
67.14;94.63
67.12;94.88
66.64;94.67
66.55;94.66
66.41;94.44
65.93;94.19
65.62;93.68
65.69;93.78
65.48;93.63
65.24;93.37
65.45;93.04
65.32;92.7
65.06;92.69
64.77;92.3
64.78;92.11
64.56;92.26
64.43;91.66
63.8;91.57
63.65;91.94
63.41;90.31
63.96;91.5
63.85;90.58
63.9;90.15
63.76;90.39
63.5;90.45
63.03;90.51
63.2;90.83
63.47;90.28
63.61;91.28
63.34;91.14
63.53;89.86
63.74;89.63
63.64;90.09
63.42;89.7
63.8;90.74
63.63;90.38
63.85;90.48
64.23;90.34
64.09;90.71
64.3;90.38
64.32;90.38
64.0;89.76
64.01;89.32
64.0;89.04
63.87;89.22
64.39;88.76
64.7;89.09
64.92;89.83
65.4;89.93
65.48;90.91
65.59;91.24
65.89;90.63
65.74;91.36
65.6;91.87
66.01;91.71
66.5;90.57
67.0;90.28
67.38;89.81
67.32;91.24
66.52;90.34
66.85;92.27
66.85;92.22
67.76;92.48
68.09;92.79
68.4;95.45
68.36;95.68
69.33;95.47
69.81;96.86
69.86;97.1
69.92;96.0
70.07;95.4
69.67;95.48
69.59;96.02
69.75;96.56
70.0;96.71
70.25;97.39
69.97;96.86
69.94;96.68
69.83;96.25
69.67;97.68
69.44;98.36
69.71;99.66
70.02;101.8
70.63;103.26
71.5;102.47
72.18;102.26
72.4;102.46
72.48;102.79
72.33;102.32
72.36;103.69
72.07;103.85
72.58;103.94
72.53;103.81
72.24;103.54
71.92;103.56
71.57;102.7
71.19;102.96
70.9;102.62
